year,month,similarity
2020,1,0.11451532173837749
2020,2,0.11463510746665799
2020,3,0.11531623594750737
2020,4,0.11561117486961504
2020,5,0.11131394112816653
2020,6,0.11099308978888309
2020,7,0.11472765955215
2020,8,0.1143196996740962
2020,9,0.11298968914649235
2020,10,0.11180656410211491
2020,11,0.11040719319998299
2020,12,0.11304739829552395
2021,1,0.11234543364905769
2021,2,0.11264088616973796
2021,3,0.11591429991898095
2021,4,0.11253610546921687
2021,5,0.11262654320776819
2021,6,0.11253800414610869
2021,7,0.11246475469816151
2021,8,0.11723491546828814
2021,9,0.11147853411879464
2021,10,0.11305408285922265
2021,11,0.11262712780129179
2021,12,0.1131451742417404
2022,1,0.11261666563828152
2022,2,0.11127499655346619
2022,3,0.11570204208628784
2022,4,0.11300988123382384
2022,5,0.111709115192374
2022,6,0.11165488324853531
2022,7,0.11581977560022487
2022,8,0.11495442765364956
2022,9,0.1120966183815386
2022,10,0.11359902933611067
2022,11,0.1136305275113435
2022,12,0.11135120069932888
2023,1,0.11037731469692928
2023,2,0.11260182450667194
2023,3,0.11525229127105088
2023,4,0.11373648755498379
2023,5,0.1115242964625546
2023,6,0.11024742653918024
2023,7,0.11131200929857189
2023,8,0.1145144364979213
2023,9,0.1133078676682573
2023,10,0.11023011784328582
2023,11,0.10972528369263367
2023,12,0.11136925085301881
2024,1,0.10917312583991434
2024,2,0.10829462848685228
2024,3,0.11118136823857602
2024,4,0.11070076119081845
2024,5,0.10738334062935491
2024,6,0.10968092334996543
2024,7,0.11042936090964467
2024,8,0.10908224668421021
2024,9,0.108917050676056
2024,10,0.1100008899582923
2024,11,0.10650658183289562
